LESSTHAN80,LTHS_25TO34_PCT,TOT_POP,TOT_HOUSING_UNITS,UNEMPLRT,POVRT,PASSED_THRESHOLD,CDBG_PER_PR_RESID
3020,0.31,14608,7501,6.52,19.04,0,349.26181683899557
68310,1.48,407543,191521,3.65,12.84,0,169.5736389741169
9530,0.98,57110,24675,6.5,17.91,0,86.16754394676731
33035,1.44,191682,83607,2.59,9.14,0,43.66347874654595
20170,0.99,112504,49218,4.05,13.98,0,73.53827851735839
15120,1.85,78542,34876,5.86,17.76,1,21.2807898089172
5555,4.36,32964,14782,8.78,17.08,1,166.52596806753533
9280,1.47,53331,25690,6.02,13.53,1,198.18743852746945
945,8.73,7272,2952,3.05,14.94,1,653.4108683473389
457595,5.31,2622634,1027813,5.02,14.58,1,161.83960827987568
2290,6.84,12849,5171,7.28,22.64,1,138.2512484945805
850,0.0,5277,2496,4.56,16.18,1,260.3951066350711
5460,3.09,32260,14772,4.94,18.49,0,84.41668073611346
425,0.0,2311,1591,0.99,8.18,0,1098.901098901099
910,7.47,6438,3263,2.69,7.84,0,1014.1987829614604
49800,1.24,324139,122071,4.22,10.34,1,20.789387005735442
4670,1.55,22020,10035,8.19,22.01,1,91.08428390367554
15770,1.93,98007,58161,4.79,14.18,1,92.92294195057757
160105,2.62,936611,406026,7.36,18.97,1,229.9290530620204
93645,2.41,861690,318269,3.86,7.44,1,79.26703401769743
420,0.48,2182,1363,6.33,15.28,1,2252.4253943217664
1925,8.78,10232,4454,7.95,42.6,1,120.14692807424595
5625,2.96,30473,13808,6.37,30.2,0,110.25358324145535
25350,2.56,161309,61445,5.71,12.02,0,76.44320180265159
4105,5.79,27021,11060,7.03,15.18,0,384.7537393162393
21690,1.06,138237,61353,5.01,17.44,0,52.16674264330669
2470,1.27,15659,7267,2.27,8.26,0,54.6875
975,3.94,5431,3074,4.92,12.23,0,596.5437788018434
28165,1.54,162264,67062,4.06,17.81,1,89.70004182955434
57085,2.66,521980,201715,4.11,6.26,1,309.7629100943899
7015,3.61,38633,20554,5.97,16.08,1,85.01667828106852
13985,3.48,79466,39321,7.39,14.31,1,32.09266995822256
6380,3.43,38549,19257,5.77,15.45,1,214.37784186535762
545,1.33,2262,1283,1.39,10.72,1,125.33760683760684
805,1.24,3262,2153,1.88,8.6,1,620.4057971014493
15130,2.22,70243,33267,3.91,15.42,1,367.9119449090015
570,0.43,2318,1715,1.2,10.49,1,1615.189075630252
495,0.0,2314,1486,1.45,4.33,1,942.7083333333334
46035,1.77,228452,111292,7.92,17.56,1,351.40424793770717
21265,0.52,179116,72938,2.86,5.81,1,57.01066925315228
2770,4.09,16688,10332,3.36,15.27,0,139.0544298768375
11040,1.27,65390,30299,4.46,14.06,1,7.009345794392523
14905,5.56,85074,44968,5.83,12.51,1,236.1964217566637
38525,2.31,251487,107024,3.46,7.05,1,251.39463514963637
50030,2.84,277071,124874,4.36,11.89,1,159.83191677993327
89650,1.43,565328,224746,6.19,9.91,1,469.2170581914519
545,2.04,2510,1480,4.79,8.58,1,1810.0022
385,0.0,1743,1141,0.56,7.13,1,195.7983193277311
1170,0.0,5825,3163,4.5,9.29,1,195.2994559099437
685,0.0,2535,1833,0.8,10.21,1,182.09902834008096
106745,1.35,531988,254931,6.26,16.02,1,422.71438155671444
1775,1.33,13972,6873,3.61,16.21,0,159.890360895386
142920,3.62,792668,341512,4.69,15.55,0,80.44630612143578
5925,0.73,30077,17808,6.01,9.93,1,173.23072955548017
47300,1.25,272046,121613,5.41,15.49,1,429.2629000324165
31515,0.79,130329,63820,7.31,16.52,1,150.16910458556345
1070,5.25,7190,8721,5.36,16.7,1,188.98621745788668
24505,2.25,154954,65808,3.92,8.94,1,206.54125686662272
1430,1.35,13836,6856,3.32,10.17,1,144.19610670511895
1615,1.76,9531,6248,1.55,7.53,1,109.85915492957747
1560,0.0,8359,4824,1.88,8.61,1,192.30769230769232
5755,0.63,31118,15204,2.02,7.56,1,346.68431049436253
745,0.3,2864,1946,0.35,10.45,1,102.76632302405498
9230,1.47,47074,21921,6.05,14.21,0,15.949738551980198
14995,1.49,81912,36599,3.86,25.85,0,25.010641200545702
2250,0.82,14492,7269,5.25,10.72,1,135.58912621359224
6170,1.23,36484,16787,4.92,12.92,1,318.15093559003293
6660,3.2,45145,22727,5.38,10.63,1,369.07617961511045
16375,4.51,84463,38989,7.21,15.18,1,6.7109147002418075
8225,5.15,43570,22738,4.53,13.91,1,64.5921701769166
1385,0.13,6850,3859,4.48,7.22,1,1853.193410041841
2615,0.0,11521,5867,0.6,17.03,1,80.8442567927544
365,0.0,2387,1373,1.78,4.02,1,1474.1720430107528
25600,1.1,162476,69437,5.8,11.32,1,39.651506450508045
6090,0.45,40995,17929,3.24,9.16,1,57.30916959697052
7705,1.83,43955,23113,6.63,17.27,0,9.690535664723841
5975,1.47,38385,16861,4.91,13.63,0,57.390811455847256
11910,0.96,72511,29873,6.32,15.78,0,59.156093108169785
2285,0.82,11055,6173,8.08,18.69,0,192.6921568627451
17385,3.12,91234,45522,4.23,13.07,1,188.38217360868043
7545,5.58,46133,20934,3.38,8.72,1,7.328673546438459
367200,2.09,1581531,689121,8.79,23.07,1,388.9474480881093
8890,0.66,55660,39049,7.83,9.33,1,12.080411251212414
2990,0.95,16685,13011,6.77,11.73,1,49.273858921161825
3235,0.66,16245,7761,2.98,11.64,1,777.3206363636364
700,0.23,3899,2154,1.36,4.29,1,1322.7272727272727
365,0.0,1289,887,1.72,6.24,1,759.493670886076
22225,4.04,121043,54149,5.71,13.7,1,126.87501544202806
9485,0.8,58801,26347,4.52,12.19,1,3.727064220183486
12580,1.51,92052,38564,4.48,9.35,0,41.44954997631454
2630,9.18,20633,8274,2.68,23.91,0,15.621745469693813
35710,2.35,210162,100576,4.24,13.84,1,545.2677786899875
77825,6.98,543050,212160,3.62,9.11,1,206.87979787124107
16340,2.81,86148,41317,6.37,12.86,1,110.38516615754882
22050,4.51,140410,57970,4.9,10.74,1,219.57020494314702
5680,0.36,31164,14796,2.71,10.56,1,265.9814711359404
4610,0.11,20879,10253,4.48,12.25,1,1094.671834668916
2265,4.09,10642,5571,2.28,9.41,1,101.83299389002036
9085,1.02,55251,24157,4.16,12.71,1,1.9705926936486282
64495,1.42,371516,166995,5.15,13.32,1,335.81902131099963
94280,1.49,540810,246163,5.82,12.78,1,427.05613550630676
39920,3.95,199144,95671,4.81,17.29,1,234.41821582051512
109600,3.72,650291,284341,5.41,14.34,0,372.9714225385838
10865,1.63,80264,32781,5.34,10.03,0,65.77314610958219
8010,6.98,46179,21909,3.5,13.87,1,46.24616299349928
22700,1.88,168824,81648,6.23,10.72,1,39.55443684476089
105330,0.8,827180,336189,4.48,5.78,1,279.06277993603914
3360,4.88,18178,8223,1.7,10.21,1,57.490107405313736
43150,0.57,304233,123556,4.58,8.57,1,465.3022534930934
13220,1.34,68962,33083,3.97,9.08,1,146.51510648836057
990,0.28,3889,2517,3.37,8.58,1,840.2140672782874
18315,1.05,102808,45126,5.64,12.88,1,413.2442528735632
26700,1.65,232540,88418,3.42,4.86,1,216.6439846111569
3290,1.7,16090,9062,6.87,14.04,1,564.6078971533517
17545,0.78,92168,38713,6.09,18.58,1,251.6916440488048
61080,1.92,415084,168828,4.53,7.48,1,171.04900392716888
25185,1.87,141935,69965,5.2,13.13,1,119.96212152070603
5625,6.36,40452,16500,2.46,9.93,1,16.332644103648864
12485,3.51,73844,38523,4.84,10.74,1,8.166033640803038
1175,0.34,6038,6378,5.04,11.52,1,68.66895678092399
6705,2.0,40604,23360,6.13,11.69,1,45.940383877159306
10695,0.85,60217,28247,4.56,13.19,1,171.2526700481207
18185,1.53,130662,54034,4.88,13.09,1,101.652775213833
9500,1.66,52117,21421,5.79,9.95,1,356.546835443038
12150,2.0,64175,31246,7.0,16.14,1,101.92802435192459
59285,2.24,367338,146699,6.21,12.64,1,177.22240848806365
54715,1.6,317547,150235,6.05,14.61,1,698.2828008503021
19525,1.22,114014,53533,5.08,13.59,1,24.7948277754906
7635,0.64,41021,21260,6.49,16.23,1,319.0890032310178
21810,4.21,110519,52303,5.81,14.39,1,129.61538176925663
62260,1.41,382129,152589,4.93,11.51,1,168.7641244212555
4790,10.54,27195,13627,3.7,13.03,1,114.69101291248207
24265,2.39,134409,61283,6.81,15.26,1,527.8448453608247
4275,2.07,22171,9396,5.32,26.58,0,25.676138308798357
2390,1.14,13815,6386,4.29,18.99,0,33.54024451939292
29785,1.43,191749,90802,5.57,9.81,1,52.235255216693425
20300,2.47,110015,50649,5.95,13.01,1,102.39811668082696
16745,3.2,91051,44245,6.35,17.93,0,58.03794308537194
22485,3.11,140978,62052,6.97,16.22,0,18.828298964430438
33835,1.9,205616,83638,4.23,9.21,1,13.82918624519436
6830,1.28,42000,18205,5.6,14.39,1,14.554445966775134
19175,2.34,102514,46800,5.97,13.81,1,2.0582181711261396
7805,0.98,48380,21799,4.64,16.88,0,24.887879542060727
38950,1.9,218781,96318,5.14,13.7,1,73.47432112505058
3220,1.19,24048,10194,9.49,14.33,1,58.94995394534848
16825,0.38,87097,39362,7.45,16.0,1,119.21254101348887
12785,2.57,67606,33703,7.45,19.62,1,63.75967507088666
9370,3.1,62050,28007,4.91,12.21,0,27.359145345672292
265375,1.5,1241475,617795,7.45,17.1,1,609.3381431682378
16755,0.78,205454,74732,2.54,4.79,1,0.979381443298969
13125,0.65,74419,37877,5.69,11.94,1,97.77319387288523
41380,1.02,282189,116009,4.62,12.04,0,67.27135466617484
16140,1.67,121374,51665,6.79,15.81,0,24.394932019034673
1695,0.45,7896,4538,7.45,17.03,1,38.523274478330656
69855,2.23,377749,163617,7.11,17.18,1,211.18085696312022
9135,2.31,49336,31751,7.1,15.76,1,79.11090838003389
20845,3.59,127216,50936,6.81,12.25,1,26.057500652571132
4990,4.12,30632,11936,6.21,21.1,1,9.717314487632509
8445,3.02,44614,20152,7.98,20.03,0,1.3375651779641804
23955,0.47,156204,61567,3.89,8.96,1,43.596174388909155
237290,1.64,1304715,559478,4.85,15.11,1,120.12441342611118
5955,2.32,42186,17584,4.42,8.82,1,35.18164435946463
925,2.06,5783,2994,4.56,18.85,0,132.19016083254493
13015,1.2,71505,30570,4.09,14.12,0,111.18871523579203
51685,4.07,343742,127505,5.34,13.37,1,109.94032822463365
149405,1.83,809869,353735,5.23,13.18,1,277.7049863152173
12180,1.82,84730,32572,5.63,12.07,1,97.54632571199357
161800,2.22,1091662,441720,4.19,8.52,0,93.77442859809184
20430,4.97,123785,54507,5.4,18.7,0,59.43086532925911
10165,14.68,93657,37280,2.78,5.91,1,151.68146929824562
23680,1.09,167867,70796,5.1,10.95,1,31.605676639815883
171090,1.7,815790,380100,5.38,14.84,1,555.1544265838174
9690,3.7,61555,26776,5.08,13.74,0,151.27154184483814
11780,6.01,77319,30722,6.92,14.26,1,291.39942066705225
4340,3.29,26502,11863,5.44,13.86,1,10.501260151218146
1330,2.03,7065,4234,5.0,9.68,1,5286.350148367953
3785,4.25,26274,11712,6.6,10.92,1,51.190899395662996
81625,2.79,595761,232032,4.44,8.45,1,146.06006075675242
3360,2.93,17870,11270,7.36,14.66,0,4.393530997304582
2060,2.59,13265,6263,8.15,21.35,0,86.3905325443787
3615,3.05,24808,12136,3.89,15.8,0,42.05826771653543
18190,4.54,106087,39504,3.33,11.8,1,187.0222595548089
15450,2.63,102627,42525,3.85,7.94,1,176.87907824085912
244390,0.78,1218380,602416,4.86,11.3,1,832.862598526209
11935,3.08,65356,32852,5.49,11.19,1,62.829787234042556
2410,0.17,10592,5982,1.75,9.84,1,687.1846619576186
1270,0.58,6860,3074,3.98,32.42,1,111.1388939256573
1155,0.32,6418,4461,3.65,9.0,1,122.34798534798534
12970,1.7,65943,32448,5.61,16.84,1,181.4355076923077
36065,0.63,229755,103212,4.79,8.21,1,170.44824080555705
1935,0.49,11028,5220,6.46,19.38,0,181.50968054211035
7110,0.92,44074,21455,6.56,16.1,0,21.598272138228943
1855,2.31,8816,5122,3.23,23.95,0,295.1109496124031
34905,0.48,164781,79587,5.06,9.81,1,295.409768070396
8570,2.24,48154,24405,4.46,11.16,1,485.3472342835567
65290,2.6,419062,167514,5.58,11.7,1,513.0798890899907
22115,1.75,122495,56960,4.68,13.78,1,310.64776389225915
10315,0.84,60721,30691,4.74,12.57,1,54.62167286245353
15930,0.47,95509,43022,2.49,7.5,1,83.15789526978158
34065,0.58,179937,83604,3.09,10.58,1,100.12872514682903
885,0.0,3769,2353,1.73,12.59,1,742.0230585683297
710,0.32,4362,2606,1.76,6.74,1,484.42906574394465
27935,0.8,175409,71034,3.73,9.75,1,153.5842732837254
52240,1.01,309134,131984,4.89,13.36,1,136.4142172492079
83600,1.57,430319,203586,7.17,18.67,1,258.1643507758105
5535,1.61,34936,15433,4.0,14.6,0,29.856687898089174
1265,4.65,10128,4596,5.82,14.28,0,174.70300489168415
80605,1.33,627668,251373,4.17,5.64,1,237.86065351983493
30030,0.57,187798,84106,4.58,7.44,1,40.60874733043671
26115,0.85,131611,66072,5.18,14.53,1,330.124835678171
1245,0.92,4512,4426,10.24,18.24,1,725.5731495098039
12755,1.14,63964,34817,5.12,11.87,1,85.27476427132304
5960,0.93,30900,15750,3.69,15.51,1,763.8745194971234
4005,1.0,26700,13079,2.9,14.13,1,202.02020202020202
11145,1.53,59370,30007,6.38,18.29,1,216.55211373693626
5655,0.1,27047,13128,7.38,13.14,1,910.8131740017487
5225,1.16,23808,12879,14.02,27.45,1,229.37188847812692
20265,0.55,106196,45047,6.6,20.4,1,113.73815024666634
3275,4.75,14074,9231,4.11,11.34,1,273.65728900255755
14520,0.85,89702,36326,2.06,5.18,1,143.69693011103854
10415,2.46,64152,30525,2.31,8.94,1,159.30991855524078
3690,1.61,16477,16503,5.05,14.86,1,164.50939457202506
7275,1.54,40813,20957,3.2,10.3,1,121.55614303030303
6690,3.96,45414,18719,21.36,45.69,0,17.256303903436194
2550,2.83,17800,10004,6.23,5.84,1,160.61836734693875
4645,3.55,24857,13140,8.32,19.08,1,637.0779358674878
8135,1.1,41875,20882,5.86,14.44,1,826.9698051606109
1190,0.0,7457,3406,7.63,8.54,1,2529.510961214165
18980,2.4,115152,51249,3.31,6.97,1,1298.6281850761552
4815,2.44,29525,13219,2.48,7.21,1,609.7560975609756
5625,12.38,30759,14173,2.33,14.95,1,237.92108078362315
5060,0.66,21923,26150,5.64,10.52,1,122.91483757682177
7840,2.52,38062,18526,18.22,45.95,0,28.547900958283126
8515,0.66,56604,24262,3.7,10.77,1,248.6737400530504
15080,2.86,74452,36143,6.93,20.73,1,134.99831252109348
4670,1.67,28763,14271,7.12,16.58,1,688.0733944954128
3400,1.35,15726,13359,3.6,12.15,1,129.71823498139287
18415,1.04,135529,57155,2.93,5.14,1,18.058364634498698
48640,0.95,402637,166703,3.03,5.0,1,579.1577597222921
9025,3.23,50997,25840,2.33,9.21,1,105.59210526315789
16230,6.98,73336,40894,25.9,53.41,0,19.501160308105874
1530,0.0,9747,5917,5.15,16.13,1,1699.950303030303
2525,0.0,13831,7438,10.07,22.5,1,601.6894087069526
2565,1.54,12710,7715,9.78,19.93,1,634.2494714587738
2630,0.32,16817,7513,10.13,16.99,1,538.5996409335727
1290,0.0,6943,5360,5.08,10.33,1,4617.6046176046175
4420,3.33,24256,15152,4.13,10.35,1,342.93547026571065
29575,1.47,170924,76023,2.97,11.01,1,91.91087106848093
13950,1.21,72892,35247,3.96,9.75,1,167.43116348618625
8190,1.59,38664,19414,4.11,20.9,1,58.46129289704709
25520,4.51,135674,65816,11.69,51.2,0,29.603714866537036
4355,1.04,24451,11442,5.8,19.68,1,476.99283985921693
7065,2.73,39952,19378,4.92,19.69,1,8.934269304403319
1850,0.56,8289,5445,11.84,27.08,1,369.90790655884996
15065,1.94,84387,40288,5.04,15.54,1,422.9305761794277
2680,3.92,15073,8809,3.67,13.29,1,153.68697478991598
7235,0.26,39711,18029,7.41,14.19,1,195.34448890505638
7005,2.67,48828,22904,20.57,38.28,0,3.4201460248783127
64710,2.77,326953,190822,16.15,40.09,0,9.016723529913271
3790,1.26,20890,10884,11.62,21.42,1,339.67391304347825
3340,1.71,15524,9657,5.83,16.08,1,209.0558798999166
8755,3.89,45182,24230,2.88,12.14,1,157.9532502789141
2540,2.65,13301,6028,4.57,9.27,1,238.0952380952381
1000,1.17,4550,2641,2.9,13.89,1,966.8941368078176
1705,0.81,8518,4645,2.81,15.29,1,322.4575875486381
16585,1.41,99272,43841,4.92,8.94,1,180.01513663092356
2740,0.05,19640,9551,2.72,7.23,1,212.91696238466997
13620,1.6,80067,37160,4.31,9.61,1,256.51616460247703
6915,1.04,36586,16176,8.88,43.81,0,14.661748155558334
11525,2.78,76008,34916,14.36,36.5,0,1.5871477700550247
45485,1.53,262559,110414,2.79,9.67,1,297.7557704625613
2345,1.82,13087,6827,2.1,8.48,1,136.4877161055505
3260,0.82,15363,15680,5.62,12.64,1,169.6644050104384
11350,2.09,64175,28626,2.64,9.94,1,298.14169215589544
4860,1.73,29273,14569,2.44,7.3,1,351.6784519827998
1715,0.8,8572,4869,2.1,11.0,1,325.487012987013
6040,0.03,30397,15053,3.61,8.4,1,167.06129279097865
6315,0.8,43352,19842,6.25,11.48,1,120.4823864793321
8120,1.99,65011,29080,4.72,29.29,0,47.65260741053521
9765,7.76,51089,24677,18.06,45.66,0,28.158620689655173
5900,20.06,34668,15215,3.01,12.16,1,300.0923274400581
9375,2.18,57331,26878,2.85,6.73,1,82.33195524773576
3160,3.32,16155,8999,2.57,13.81,1,656.1962688679245
104735,0.62,542459,236202,2.47,11.0,1,204.1607291451757
13200,2.21,87569,37942,4.11,8.04,1,43.91992829399462
3645,3.13,23356,14015,1.84,6.52,1,197.62845849802372
3035,4.88,20374,9077,4.46,9.56,1,496.23316062176167
1605,4.5,7933,3861,4.24,10.51,1,230.34398034398035
1420,0.63,6942,3571,3.9,15.27,1,139.6720484359233
5175,0.16,27621,25024,3.54,8.31,1,3.9647577092511015
8705,0.89,43497,23263,4.01,11.53,1,969.9542655193607
7085,2.02,45029,18571,3.38,11.67,1,59.36476683937824
17425,1.46,104132,44419,3.89,13.07,1,156.0443310640251
14825,4.33,83682,41200,17.68,47.03,0,0.4992426955943305
17400,3.13,127442,54317,5.12,10.72,1,461.2848488225243
2285,1.03,11906,5937,5.79,10.79,1,54.96538158929977
118515,1.49,811572,314090,4.15,7.21,1,163.97085751430058
86915,1.76,513402,219964,5.45,12.91,1,172.3937218915601
17540,1.28,102654,45338,3.55,8.24,1,219.75024822695036
1955,2.83,9003,9238,4.95,15.71,1,434.9563953488372
8910,5.36,51570,22197,2.99,15.11,1,253.05414654339725
6045,1.73,36790,16097,3.27,8.65,1,120.85595656339828
26195,3.61,173695,82746,11.56,34.14,0,0.340385943001856
7730,2.48,47977,29273,12.85,50.88,0,23.688589949376468
8080,2.86,45233,21954,5.58,12.81,1,207.7996698689956
46235,1.3,284698,118035,6.12,9.83,1,94.52351274069784
830,0.0,4318,2223,5.57,9.06,1,2583.9793281653747
8935,2.32,60785,24871,5.51,11.42,1,298.2045698587127
40000,1.61,224538,98000,5.19,13.87,1,113.51781968509124
3710,1.35,23632,10944,2.09,7.92,1,363.8336677454153
1480,0.0,5679,6094,5.53,13.39,1,105.1864247311828
3680,7.83,20556,9964,5.16,11.86,1,738.5014460999124
14535,1.92,84837,36010,3.26,8.4,1,134.60419091967404
4705,0.83,26603,15228,3.79,15.11,1,414.6767521141649
19280,3.26,126734,57533,12.78,37.08,0,4.307188261966891
7185,2.98,45120,17556,22.23,41.32,0,9.751252356584972
21750,2.59,150378,76457,14.31,30.5,0,3.394043653576438
9920,0.13,49577,21078,8.16,26.01,1,68.60181530676788
38775,6.27,250649,89354,6.44,16.49,1,191.71000417587814
14110,0.83,117615,49466,5.96,10.88,1,102.72067046173308
3575,0.91,21897,11193,12.39,18.78,1,875.8943992104614
25855,2.2,168998,70755,6.43,12.03,1,43.31083552232774
3355,1.96,20398,9442,1.98,6.83,1,121.91582002902757
21670,0.49,118168,50680,3.49,12.18,1,227.4502217712712
2720,5.15,16682,7325,1.75,11.23,1,617.1701669359181
6205,2.92,38977,15893,12.66,43.35,0,11.320205426586712
4345,0.66,22162,10778,3.81,12.3,1,23.01716153846154
18675,1.47,93328,46340,5.71,22.27,1,373.04003611919336
15335,1.43,78977,37538,2.4,9.0,1,44.407037459051416
23295,1.69,135485,59633,2.96,8.79,1,272.7082778915046
8580,0.98,40312,30910,4.44,11.2,1,330.4098731884058
3040,1.5,15380,10001,4.17,10.11,1,358.53976531942635
6235,3.85,32928,12921,25.91,52.34,0,25.052435329759962
7295,1.29,43087,21470,7.26,21.44,1,168.38796587337225
1075,0.0,7970,3591,11.07,12.68,1,1835.985312117503
204705,1.67,949180,419310,5.12,18.34,1,367.50641729831364
6955,6.3,46155,20000,2.28,9.81,1,332.54787516899506
5960,0.49,37870,24344,2.62,9.01,1,198.87206886316415
6445,1.09,35480,31240,2.23,7.96,1,162.4548736462094
10105,2.88,85312,40254,9.55,25.3,0,12.250418004934133
5780,3.81,29118,14328,8.16,14.0,1,840.1046375
12320,0.53,67620,31721,5.76,14.43,1,191.43292708442306
8690,1.8,56922,23391,5.69,9.45,1,57.20700210445762
32255,1.38,181014,92339,5.71,17.17,1,141.8328369746798
30840,1.82,186829,77529,3.16,7.12,1,89.36345044010716
1300,5.18,7261,3691,2.43,10.84,1,358.5089974293059
7785,0.58,42336,16742,3.12,8.5,1,263.2554775364475
7215,1.49,43549,24788,3.94,9.28,1,87.8293601003764
8445,0.73,51586,26450,9.5,39.84,0,1.7166971534774527
7115,0.7,32593,16861,14.11,25.99,1,180.6575936408527
4700,1.73,18083,11182,15.0,32.81,1,705.8984660336012
9365,1.31,56233,26371,5.66,15.53,1,350.5854428152493
12610,1.61,70822,31147,3.25,10.88,1,8.589341692789969
3240,0.42,13351,11228,1.81,12.99,1,367.8103278688525
33645,2.03,195859,82977,3.99,12.34,1,453.4793790696685
3460,4.06,17408,8998,2.12,13.37,1,129.24923076923076
26685,1.78,162532,69278,4.54,12.18,1,168.4792439011811
5695,5.09,41038,13823,4.36,7.01,0,112.19353679804674
35580,1.49,179582,77851,5.71,14.83,0,127.30431277184657
46700,1.66,244300,98142,7.99,17.77,0,242.42390043636553
42210,2.59,254045,102300,4.57,18.5,1,116.42082359722437
1505,5.08,14329,5324,5.72,10.63,1,1629.8676499589153
2480,7.9,9987,6452,10.91,18.49,1,407.4609852216749
23410,1.85,132154,56064,4.57,17.37,1,315.9167081381733
2140,6.81,12717,6242,6.94,18.93,1,207.06729600694445
3295,1.63,21419,7391,10.44,25.64,1,295.67939635093165
67440,1.7,570437,199061,4.96,6.06,1,137.95293878862216
8625,1.17,56231,29991,4.3,14.04,0,195.44623023650857
9045,2.27,30791,16346,12.61,22.64,0,324.80617415402565
19090,1.27,94961,40879,6.25,15.75,0,558.0787693060312
3505,0.0,17833,6522,6.48,39.34,0,42.08113887472378
6070,4.09,36791,19714,6.42,17.92,1,269.01598711458814
8820,3.67,58098,18511,7.69,26.18,1,122.95569695371225
6935,2.9,50869,18703,3.3,10.52,1,539.7211570896254
23465,3.66,171238,62327,3.42,9.78,1,72.71766815872247
5450,0.25,50110,17676,4.01,9.99,1,218.05855289825698
9020,1.99,67884,24957,4.36,10.35,1,144.58736811677988
6445,1.4,45054,21384,5.15,12.89,1,108.65454220314734
3080,0.48,15651,9262,4.34,16.35,0,256.57816010058673
51115,3.22,229233,100930,6.32,20.9,0,267.5367099945385
23810,1.95,99122,46991,6.73,20.1,0,317.9991075257837
12455,2.07,91383,37394,6.2,9.17,0,23.43131692677071
4055,4.53,24797,11484,6.54,15.67,1,108.42809148264983
2910,1.86,19640,10285,6.23,14.01,1,321.6738401775805
67815,2.94,590188,223599,4.64,8.91,1,62.04934660287081
2080,0.0,11930,4423,4.37,35.17,1,543.6987280173452
735,1.14,6594,3034,3.56,4.14,0,480.859778597786
7085,0.98,54953,19094,3.08,7.93,0,30.542744916820702
17500,1.09,126336,42311,2.86,14.59,0,90.8204303586322
1480,5.29,11403,4192,5.34,13.71,0,104.74151624548738
6535,1.5,34295,18215,3.88,15.23,0,95.94673976894458
54255,1.64,330076,138225,4.06,8.77,0,180.9599288826913
58465,1.3,450882,185735,4.38,7.2,0,163.75269539994326
4900,1.22,22300,10059,4.62,14.85,0,7.098597616865261
5065,4.82,27912,11980,5.29,15.26,0,384.1073365853659
3030,17.31,19702,6684,6.29,23.49,1,401.08890638670164
2580,4.51,12357,6046,7.4,17.76,1,163.6439888164026
11275,6.62,65080,28465,7.66,24.87,1,45.40135964319502
7810,5.95,49475,21182,4.93,15.49,1,359.2535929179979
3960,1.32,20401,9844,6.65,15.94,0,94.44976860537835
36610,0.49,350761,110622,2.56,5.35,0,88.16848035263129
3190,4.19,19950,10395,7.43,13.94,0,4.5787545787545785
8655,1.59,76032,33699,4.14,6.59,0,69.77589339794064
40490,0.9,268945,113730,4.4,8.2,1,232.42765671921921
8640,1.05,47097,24226,6.11,16.71,1,68.54016172506739
3820,2.0,22055,10626,6.15,15.46,1,205.32285840447454
14020,3.08,79430,35426,6.64,13.24,1,8.81160402944595
1925,2.27,10732,6094,3.59,11.74,1,2411.575562700965
57960,2.74,362151,150133,5.81,16.19,1,236.64561056911987
1375,3.27,9907,4152,3.81,14.84,1,158.15579958819492
12090,0.35,83776,37883,4.47,12.37,1,372.53699697058534
990,0.37,5000,3915,3.02,16.41,0,195.6272081218274
2210,0.0,9698,5554,2.55,14.04,0,119.39583333333333
27705,2.04,405312,136398,3.56,3.23,0,165.88160187461588
26490,1.99,200715,77486,5.34,10.22,1,187.46160440966582
11885,6.01,76653,38193,3.68,10.78,1,241.3673763651982
14375,2.2,76482,37367,6.61,13.4,1,98.82171922886802
75590,1.35,481950,186317,5.14,9.05,1,178.1260175966659
3970,2.56,23186,11338,2.88,14.13,1,119.84294595438926
15795,3.63,138447,50780,4.75,8.24,1,78.17082925962137
1155,11.92,9639,3793,1.44,13.24,1,371.1404893449092
2010,6.25,15725,5784,1.09,16.42,1,368.5264719306253
7710,6.56,50155,26135,9.12,16.75,1,86.26817538896746
1000,2.32,11950,3657,1.62,1.69,0,1492.5373134328358
154520,2.08,1146215,404550,3.74,8.6,0,152.68129905917434
2500,1.05,15295,6027,11.95,22.78,0,88.36524300441826
4240,3.39,30421,10813,4.26,14.8,0,123.08054187192118
5110,2.28,30726,19019,3.41,16.97,0,99.6507747318236
15470,0.32,98495,40674,3.48,23.49,0,14.262896690454525
3650,2.32,14812,10219,3.1,11.46,0,384.70657972732664
13830,11.16,96648,38083,5.76,14.51,1,107.81214080253127
14745,2.36,73769,36572,6.37,14.55,1,212.78306192435824
12775,0.67,84187,42270,5.81,7.58,1,93.53970674011667
6005,0.66,31825,18794,6.99,13.63,1,151.59962139138665
322740,1.77,2225064,952344,4.27,8.42,1,203.14775678087565
23820,6.93,118323,50174,3.45,20.05,1,136.2430644295302
1810,1.03,12001,5416,3.95,11.96,1,400.0
16350,1.42,136005,55057,3.6,10.01,1,26.256852018610235
4805,1.19,41680,28329,2.1,4.53,0,105.06170212765957
8510,1.07,69740,22585,5.15,5.87,0,11.136644427971337
4815,3.68,35736,13792,6.94,13.18,0,38.43167168027503
69620,1.03,621506,180088,3.75,10.04,0,200.48491445272734
2325,3.29,15338,6813,4.31,16.94,0,310.6664316797215
9405,5.08,65326,33784,6.36,12.99,1,11.39225326777791
8990,6.06,42080,23338,5.49,20.56,1,86.22341111632271
4475,0.0,22121,16312,5.41,14.12,1,164.0626777560339
2415,3.54,13588,8323,6.42,9.8,1,758.7253414264036
131540,2.11,891862,351346,4.99,9.53,1,167.7121504214394
2720,0.0,12115,6956,5.14,20.24,1,823.4867371475954
